exam_file,id,stem,option_A,option_B,option_C,option_D,correct_option
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-044,جهت درمان ناباروری، خانم ۳۰ ساله‌ای کاندید IUI شده است. بهتر است چند ساعت بعد از تجویز HCG، IUI انجام شود؟,۶-۲۴,۱۲-۲۴,۳۴-۴۰,۴۰-۷۲,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-045,مکانیسم اثر کدامیک از داروهای زیر اتصال طولانی مدت به گیرنده‌های استروژنی و کاهش غلظت این گیرنده‌ها در سطح هیپوتالاموس است؟,لتروزول,کلومیفن سیترات,گونادوتروپین برون‌زا,آگونیست GnRH,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-046,در خانمی در سیکل IVF، روز دهم تحریک تخمک‌گذاری با گونادوتروپین و آنتاگونیست GnRH، حدود ۵ فولیکول ۱۷ تا ۱۸ میلی‌متری و ۱۰ فولیکول ۱۲ تا ۱۴ میلی‌متری در هر تخمدان داریم. سطح استرادیول 6000 pg/ml است. همه اقدامات زیر توصیه می‌شود بجز:,تریگر تخمک‌گذاری با HCG,تریگر تخمک‌گذاری با آگونیست GnRH,فریز همه جنین‌ها,تزریق آنتاگونیست GnRH تا ۵ روز بعد از پانکچر,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-047,خانمی ۳۲ ساله با سابقه ۳ سقط سه ماهه اول که دو مورد آن بدون ضربان قلب و یکی با ضربان قلب بوده، مراجعه کرده است. قاعدگی‌های بیمار منظم و آزمایشات هورمونی نرمال است. در سونوگرافی یک میوم منفرد FIGO 5 به قطر ۴ سانت دارد. اقدام مناسب جهت بارداری بعدی کدام است؟,بررسی‌های بیشتر زوجین,لاپاراتومی میومکتومی,هیستروسکوپی و میومکتومی,تجویز داروی GnRH برای کاهش سایز میوم,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-048,خانم ۳۶ ساله به علت کانسر پستان تحت عمل جراحی قرار گرفته است. طبق نظر انکولوژیست طی ۲-۳ هفته آینده کموتراپی وی شروع می‌گردد. جهت حفظ باروری با شما مشاوره می‌شود. بیمار هفته قبل پریود شده است. کدام گزینه صحیح است؟,تحریک تخمدان‌ها در شروع سیکل قاعدگی بعدی آغاز شود.,با توجه به کانسر پستان استفاده از گونادوتروپین‌ها ممنوع است.,سیکل تحریک تخمدان را بلافاصله شروع می‌کنیم.,توصیه به برداشتن یک تخمدان و فریز آن می‌کنیم.,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-049,بیماری مبتلا به اندومتریوز که خواهان کنتراسپشن نیز می‌باشد با تجویز قرص ضدبارداری مداوم به مدت ۶ ماه، دچار خونریزی واژینال شده است. کدام درمان را توصیه می‌کنید؟,تجویز استروژن کونژوگه به مدت ۷ تا ۱۰ روز,قطع قرص ضد بارداری به مدت سه ماه,تجویز مدروکسی پروژسترون به مدت ۱۰ تا ۱۴ روز,قطع قرص ضد بارداری به مدت ۷ روز,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-050,در خانمی با حاملگی ۶ هفته سطح βHCG = 3000IU/ml است ولی در سونوگرافی ساک حاملگی داخل و یا خارج رحمی دیده نمی‌شود، در آزمایش βHCG سه روز بعد سطح این هورمون ۳۲۰۰ واحد است. در سونوگرافی مجدد واژینال حاملگی داخلی یا خارج رحمی دیده نمی‌شود. برای ایشان کورتاژ انجام می‌شود اما ویلوزیته جفتی دیده نمی‌شود. یک روز بعد از کورتاژ میزان βHCG به ۱۰۰۰ واحد می‌رسد، اقدام بعدی چیست؟ (صفحه ۷ از ۲۰),فالو آپ,جراحی با لاپاراسکوپ,تجویز متوتروکسات,کورتاژ مجدد,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-051,بیوپسی از رویان جهت انجام تست ژنتیک پیش از لانه گزینی یا PGT در کدام مرحله دقیق‌تر است؟,تشکیل اجسام قطبی,کلیواژ,مورولا,بلاستوسیست,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-052,خانمی که چند ماه پیش عمل sacrospinous ligament fixation برایشان انجام شده است با شکایت درد نواحی کلیتوریس، لبیا، پرینه و آنوس مراجعه کرده است. در معاینه در این نواحی بی‌حسی ندارد. متخصص بیهوشی پیشنهاد بلوک عصبی برای کاهش درد داده است. احتمال ترومای کدام یک از عروق زیر در هنگام بلوک عصبی وجود دارد؟,ورید پودندال خارجی,ورید clitoris dorsal,شریان پودندال داخلی,شریان inferior rectal,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-053,در یک خانم PG در حین انجام سزارین بدلیل پرزنتاسیون بریچ و درد زایمانی در هفته ۳۲، متوجه رحم تک شاخ می‌شویم. در اکسپلور یک شاخ ابتدایی واضح، غیرمتصل به شاخ اصلی رویت می‌شود. اقدام مناسب کدام است؟,برداشتن لوله فالوپ شاخ فرعی,اوفورکتومی در سمت شاخ فرعی,عدم نیاز به دستکاری,انجام سرکلاژ شکمی,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-054,خانم حامله ۲۸ هفته با شکایت دیس‌پپسی و سوزش سر دل از دو هفته قبل مراجعه کرده است. فشار خون BP = 100/60 می‌باشد و آزمایش کلیوی و کبدی نرمال است. بیشترین احتمال در مورد مشکل فوق کدام است؟,کوچک شدن حجم معده,کوتاه شدن زمان تخلیه معده,ریفلاکس ترشحات اسیدی معده,پره اکلامپسی,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-055,در گزارش سونوگرافی یک جنین ۲۰ هفته یافته‌های زیر مشاهده می‌شود. سن بارداری ۲۰ هفته و ۳ روز و مایع آمنیوتیک نرمال می‌باشد. در بررسی انجام شده یک باند اکوژن مشاهده می‌شود که ضخامت آن حدود ۳ میلی‌متر می‌باشد. پایه پهن و نمای shelf-like دارد و از کاویته رحم عبور می‌کند. کدام تشخیص صحیح می‌باشد؟,باند آمنیوتیک,جفت circumvallate,سپتوم رحمی,Uterine synechiae,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-056,در هیپوکسی جنین وجود کدامیک از موارد زیر سبب دفع مکونیوم در مایع آمنیوتیک جنین ترم با پرزنتاسیون بریچ می‌شود؟,حاملگی ترم,تحریک عصب واگ در جنین,آرژنین - وازوپرسین,پرزنتاسیون بریچ,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-057,کدام یک از موارد زیر می‌تواند منجر به مثبت شدن کاذب نتیجه Cell free DNA شود؟,چاقی مادر,کمبود ویتامین B12,مصرف LMWH,موزاییسم جفتی (جفت نرمال، جنین آنوپلویید),
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-058,در صورت دیدن کدام یک از موارد زیر در آنومالی اسکن توصیه به انجام تست تهاجمی برای بررسی کاریوتایپ می‌شود؟,Choroid plexus cyst,Echogenic Bowel,Endocardial cushion defect,Pyelectasis,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-059,خانم حامله ۲۸ هفته با گروه خونی B منفی و همسرش B مثبت با تیتر کومبس غیرمستقیم ۱ به ۳۲ مراجعه کرده است. برای بررسی آنمی جنین کدام یک از عروق زیر را باید بررسی کرد؟ (صفحه ۸ از ۲۰),شریان بند ناف,ورید بند ناف,شریان رحمی,شریان مغزی میانی,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-060,در سونوگرافی خانم بارداری با سابقه دو بار سزارین یک ساک حاملگی ۸ هفته با یک جنین بدون ضربان قلب گزارش شده است. محل ساک حاملگی در قدام و پایین کورپوس رحم، میومتر روی آن 2mm و عروق پرخون در اطراف آن دیده می‌شود. تشخیص شما چیست؟,حاملگی اسکار سزارین,حاملگی سرویکال,ساک حاملگی در حال دفع,محل ساک حاملگی نرمال و همراه با آکرتا است,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-061,خانم ۳۲ ساله G1 18 هفته در آنومالی اسکن انجام شده، جنین پلورال افیوژن شدید یک‌طرفه دارد. مایع پلور درناژ و تشخیص chylothorax داده شد، پس از درناژ مجددا پلورال افیوژن عود می‌کند. اقدام صحیح کدام است؟,توراکوسنتز سریال,گذاشتن شنت توراسیک,جراحی باز روی عروق لنفاوی جنین,ختم حاملگی,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-062,خانم ۲۸ ساله G3Ab2، با سابقه دو مورد از دست رفتن حاملگی در هفته‌های ۱۷ و ۱۹ مراجعه کرده است. هر دو بار، علائم زایمان نداشته و دفع جنین با دهانه رحم باز و بدون انقباضات رحمی رخ داده است. در بارداری فعلی در هفته ۱۵، سونوگرافی واژینال انجام شده و طول سرویکس ۲۴ میلی‌متر گزارش شده است. گزینه صحیح کدام است؟,ویزیت هفتگی,شروع پروژسترون واژینال,سرکلاژ سرویکس,سونوگرافی سریال طول سرویکس,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-063,خانم ۳۵ ساله G1، بدون شکایت اصلی، با سونوگرافی مبنی بر angular pregnancy مراجعه کرده است. اقدام بعدی پس از تایید تشخیص با سونوگرافی مجدد چیست؟,Cornuostomy,Cornual resection,Chemoembolization,تحت نظر برای ادامه بارداری,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-064,خانم ۲۸ هفته با BMI = 40، در سونوگرافی جفت پره‌ویا دارد. کدام گزینه در مورد پیشنهاد فعالیت فیزیکی وی صحیح است؟,اجتناب از ورزش و محدودیت فعالیت فیزیکی توصیه می‌شود.,می‌تواند فعالیت فیزیکی منظم روزانه داشته باشد.,فقط اگر قبل از بارداری ورزش می‌کرده است می‌تواند ادامه یابد.,زندگی پرتحرک بدون محدودیت فیزیکی برای وی مفید است.,
ertegha_1404.jsonl,OBGYN-1404-ERTEGHA-GENERAL-065,در سونوگرافی انجام شده از یک جنین ۱۹ هفته تصویر یک ضایعه‌ی سالید با حدود مشخص همراه با ضایعات کیستیک کوچک به диаметر کمتر از ۵ میلی‌متر در لوب تحتانی ریه‌ی راست رویت می‌شود که در بررسی با داپلر، خونرسانی آن از شریان پولمونر انجام می‌شود. در مورد ضایعه‌ی فوق، کدام گزینه صحیح است؟ (صفحه ۹ از ۲۰),احتمال افزایش سریع سایز ضایعه بعد از هفته ۲۶,تعبیه‌ی شنت تراکوآمنیوتیک جهت درمان,ضایعه بافت غیر فانکشنال ریه است,درمان با کورتیکواستروئید در ضایعات منجر به هیدروپس,
